"","CPR_205","CPR_206","CPR_207","CPR_209","CPR_210","CPR_211","CPR_212","CPR_214","CPR_216","CPR_217","CPR_218","CPR_219","CPR_220","CPR_221","CPR_222","CPR_223","CPR_224","CPR_225","CPR_226","CPR_228","CPR_230","CPR_231","CPR_232","CPR_235","CPR_236","CPR_237","CPR_238","CPR_239","CPR_240","CPR_241","CPR_243","CPR_245","CPR_246","CPR_250","CPR_251","CPR_252","CPR_253","CPR_254","CPR_255","CPR_256","CPR_257","CPR_258","CPR_259","CPR_260","CPR_261","CPR_262","CPR_263","CPR_264","CPR_265","CPR_266","CPR_267","CPR_268","CPR_269","CPR_270","CPR_271","CPR_272","CPR_273","CPR_274","CPR_276","CPR_277","CPR_278","CPR_279","CPR_280","CPR_282","CPR_283","CPR_284","CPR_285","CPR_288","CPR_290","CPR_291","CPR_292","CPR_293","CPR_294","CPR_295","CPR_319","CPR_320","CPR_321","CPR_322","CPR_323","CPR_324","CPR_325","CPR_326","CPR_327","CPR_328","CPR_329","CPR_330","CPR_331","CPR_332","CPR_334","CPR_335","CPR_336","CPR_337","CPR_338","CPR_339","CPR_340","CPR_341","CPR_342","CPR_343","CPR_344","CPR_345","CPR_346","CPR_347","CPR_348","CPR_349","CPR_350","CPR_351","CPR_352","CPR_353","CPR_354","CPR_355","CPR_356","CPR_357","CPR_359","CPR_361","CPR_362","CPR_363","CPR_365","CPR_366","CPR_367","CPR_368","CPR_369","CPR_371","CPR_372","CPR_373","CPR_374","CPR_375","CPR_376_3","CPR_378","CPR_379","CPR_380","CPR_381","CPR_382","CPR_383","CPR_384","CPR_385","CPR_387","CPR_388","CPR_389","CPR_390","CPR_391","CPR_P106","CPR_P1D7","CPR_P1E1","CPR_P1G3","CPR_P29B","CPR_P2A8","CPR_P2H5","CPR_P62","CPR_P67","CPR_P89","CPR_sperm"
"CPR_231",0.0719145623180557,0.165780922077043,0.102955114751879,0.174801976846524,0.115987407758446,0.0915307020513168,0.105493873129781,0.170249136822152,0.142932096675919,0.173820323607068,0.0704928576264302,0.110706790332408,0.120895673955724,0.147383386365175,0.155845914291517,0.0886026673888024,0.0734885925123553,0.138937783494686,0.159721752081782,0.0604732245616411,0.131101482634893,0,0.114091801502945,0.158892424345,0.152731704014623,0.143270597792973,0.102311962629477,0.10353056665087,0.0568681876650193,0.136178999390698,0.115784307088213,0.086960936971092,0.0822557714440458,0.0960496919639835,0.124314535237966,0.120827973732313,0.121572676189831,0.147366461309322,0.137888430031819,0.132878613499425,0.12717486967707,0.103107440254553,0.0811387177577686,0.137397603412091,0.0930370320222057,0.155828989235664,0.0842529280346625,0.125211563198159,0.103175140477964,0.0706959582966624,0.169098233024169,0.130322930065669,0.145741655947465,0.0896181707399634,0.0728285153341006,0.0776013810845576,0.121623451357389,0.152985579852414,0.104613770225442,0.0633843341683028,0.0902274727506601,0.0895673955724054,0.102091936903392,0.0888565432265926,0.104190643829125,0.155202762169115,0.105138446956875,0.155828989235664,0.0876548642610521,0.156539841581477,0.156624466860741,0.17950714237357,0.184838534967165,0.139733261119762,0.0997901293074267,0.176900683772256,0.0996547288606052,0.143558323742468,0.151800825942726,0.152799404238034,0.150497596642069,0.166068648026538,0.133775641459617,0.112060794800623,0.155338162615937,0.155778214068106,0.107575654999661,0.166373299031887,0.154187258817954,0.0927831561844154,0.166694875093088,0.145318529551148,0.143812199580259,0.180624196059847,0.166661024981382,0.152240877394895,0.144167625753165,0.108421907792296,0.158316972446009,0.139699411008056,0.124246835014556,0.130915307020513,0.161786608895809,0.162023559677747,0.139005483718096,0.159214000406201,0.118509241080496,0.175715929862569,0.108963509579582,0.0677848486900007,0.0824080969467199,0.172737120032496,0.15378105747749,0.15725069392729,0.170672263218469,0.164663868390766,0.0816464694333491,0.0840329023085776,0.164866969060998,0.078329158486223,0.0755534493263828,0.150277570915984,0.0887549928914765,0.118644641527317,0.11525963035678,0.172043192742536,0.12446686074064,0.169436734141223,0.182841378376549,0.177509985782953,0.171467740843545,0.127665696296798,0.171806241960598,0.145013878545799,0.0837282513032293,0.128342698530905,0.129984428948616,0.14073183941507,0.135197346151242,0.17332949698734,0.167456502606459,0.156624466860741,0.115310405524338,0.0969467199241758,0.0921907792295715,0.176832983548846,0.130559880847607,0.0593561708753639,0.0773136551350619,0.0943571863787151,0.181504298964187
"CPR_232",0.102091936903392,0.16342833931352,0.151750050775168,0.170215286710446,0.164748493670029,0.112805497258141,0.154593460158419,0.168641256516147,0.0663800690542279,0.17099383927967,0.10283663936091,0.122740505043667,0.127479520682418,0.0658553923227947,0.155219687224968,0.110114413377564,0.0922923295646876,0.0634012592241554,0.157707670435312,0.108895809356171,0.13568817277097,0.114091801502945,0,0.155388937783495,0.151902376277842,0.141662717486968,0.150903797982533,0.152359352785864,0.113956401056123,0.140494888633133,0.126125516214204,0.0771274795206824,0.084066752420283,0.119186243314603,0.13587434838535,0.130627581071018,0.130052129172026,0.148872791280211,0.141798117933789,0.138480806986663,0.133961817073996,0.120624873062081,0.108337282513032,0.140867239861892,0.113939476000271,0.156692167084151,0.112026944688917,0.0700528061742604,0.121064924514251,0.105003046510053,0.166881050707467,0.135383521765622,0.14646943334913,0.139056258885654,0.0945095118813892,0.127005619118543,0.131863110148263,0.151817750998578,0.119389343984835,0.115327330580191,0.112416220973529,0.110876040890935,0.120083271274795,0.111316092343105,0.121978877530296,0.0703913072913141,0.0658553923227947,0.155202762169115,0.110622165053145,0.154830410940356,0.153527181639699,0.178102362737797,0.182519802315348,0.141848893101347,0.113482499492248,0.174480400785323,0.116698260104258,0.146689459075215,0.153713357254079,0.152376277841717,0.151360774490556,0.16368221515131,0.137922280143524,0.123722158283122,0.154441134655744,0.153628731974816,0.124517635908198,0.163106763252319,0.156336740911245,0.113550199715659,0.164071491435922,0.145233904271884,0.14602938189696,0.175055852684314,0.165493196127547,0.152528603344391,0.146824859522036,0.122012727642001,0.157216843815585,0.142424345000339,0.132286236544581,0.133403290230858,0.159907927696161,0.158757023898179,0.141561167151852,0.158757023898179,0.129019700765013,0.173227946652224,0.0589499695348995,0.112213120303297,0.0802924649651344,0.121335725407894,0.152579378511949,0.155338162615937,0.170079886263625,0.163360639090109,0.109589736646131,0.109843612483921,0.162277435515537,0.110503689662176,0.107592580055514,0.148500440051452,0.112094644912328,0.129561302552298,0.126785593392458,0.169792160314129,0.172957145758581,0.166102498138244,0.182316701645115,0.176172906370591,0.169115158080022,0.133098639225509,0.0854715320560558,0.0710006093020107,0.108929659467876,0.13404644235326,0.134875770090041,0.142678220838129,0.139614785728793,0.172703269920791,0.167033376210141,0.154644235325977,0.12629476677273,0.114938054295579,0.112314670638413,0.177222259833457,0.13291246361113,0.109200460361519,0.107931081172568,0.0697312301130594,0.178914765418726
"CPR_235",0.157724595491165,0.140156387516079,0.16412226660348,0.171789316904746,0.170723038386027,0.144539976981924,0.167270326992079,0.172077042854241,0.160500304651005,0.17534357863381,0.156675242028299,0.157149143592174,0.14299979689933,0.159907927696161,0.163394489201814,0.157047593257058,0.159400176020581,0.159450951188139,0.163919165933248,0.159654051858371,0.15706451831291,0.158892424345,0.155388937783495,0,0.162074334845305,0.157623045156049,0.161685058560693,0.163309863922551,0.159095525015233,0.157267618983143,0.154644235325977,0.159264775573759,0.158113871775777,0.14299979689933,0.159214000406201,0.159654051858371,0.157589195044344,0.161041906438291,0.160568004874416,0.133894116850586,0.159569426579108,0.157030668201205,0.158012321440661,0.160821880712206,0.142492045223749,0.165780922077043,0.154931961275472,0.154830410940356,0.155304312504231,0.157826145826281,0.172144743077652,0.13133843341683,0.131456908807799,0.158977049624264,0.159992552975425,0.156539841581477,0.157166068648027,0.163208313587435,0.144218400920723,0.157724595491165,0.155287387448379,0.149820594407962,0.157572269988491,0.156218265520276,0.158147721887482,0.162683636856002,0.15567666373299,0.162903662582087,0.153391781192878,0.161888159230925,0.164714643558324,0.178153137905355,0.152410127953422,0.160111028366394,0.142441270056191,0.143016721955182,0.156218265520276,0.131643084422179,0.137245277909417,0.162480536185769,0.130559880847607,0.168065804617155,0.14003791212511,0.134131067632523,0.134791144810778,0.139834811454878,0.157301469094848,0.13089838196466,0.1639360909891,0.143896824859522,0.147264910974206,0.12307900616072,0.138091530702051,0.146977185024711,0.135857423329497,0.136839076568953,0.127445670570713,0.139834811454878,0.140850314806039,0.158926274456706,0.134943470313452,0.130576805903459,0.144049150362196,0.137414528467944,0.130407555344933,0.165307020513168,0.135028095592715,0.176392932096676,0.156285965743687,0.155896689459075,0.156167490352718,0.154931961275472,0.137329903188681,0.163343714034256,0.136856001624805,0.138599282377632,0.158181571999188,0.146283257734751,0.142424345000339,0.156455216302214,0.158452372892831,0.132810913276014,0.146435583237425,0.137668404305734,0.156692167084151,0.144015300250491,0.176968383995667,0.133014013946246,0.183112179270192,0.15107304854106,0.173735698327804,0.105256922347844,0.170790738609437,0.158689323674768,0.158063096608219,0.154711935549387,0.127750321576061,0.158773948954032,0.137499153747207,0.173464897434162,0.168404305734209,0.164342292329565,0.155490488118611,0.141595017263557,0.156235190576129,0.177002234107373,0.157030668201205,0.159383250964728,0.152223952339043,0.155592038453727,0.142508970279602
"CPR_236",0.151428474713967,0.164494617832239,0.156844492586826,0.169589059643897,0.164731568614176,0.146334032902309,0.159823302416898,0.0309559271545596,0.157826145826281,0.171146164782344,0.14993906979893,0.153290230857762,0.154238033985512,0.157978471328955,0.0278586419335184,0.1503791212511,0.1538487577009,0.156505991469772,0.1604664545393,0.155388937783495,0.15290095457315,0.152731704014623,0.151902376277842,0.162074334845305,0,0.152884029517297,0.154745785661093,0.156438291246361,0.153070205131677,0.152731704014623,0.064873739083339,0.153442556360436,0.154965811387178,0.15359488186311,0.0553618576941304,0.153527181639699,0.0525861485342902,0.161177306885113,0.158604698395505,0.159552501523255,0.153442556360436,0.149752894184551,0.154356509376481,0.041601787285898,0.153730282309932,0.160601854986121,0.149346692844086,0.149752894184551,0.0786676596032767,0.153222530634351,0.167067226321847,0.146232482567192,0.160872655879764,0.152410127953422,0.15447498476745,0.150040620134046,0.0542955791754113,0.161481957890461,0.147874212984903,0.151970076501252,0.0997055040281633,0.150971498205944,0.083745176359082,0.152054701780516,0.0774490555818834,0.161532733058019,0.150903797982533,0.16280211224697,0.153662582086521,0.159180150294496,0.163665290095457,0.177340735224426,0.181013472344459,0.158418522781125,0.151242299099587,0.174700426511407,0.152291652562453,0.159061674903527,0.162192810236274,0.161634283393135,0.160686480265385,0.165899397468012,0.154830410940356,0.149499018346761,0.161532733058019,0.163292938866698,0.153374856137025,0.167118001489405,0.164443842664681,0.150971498205944,0.168590481348588,0.15750456976508,0.159383250964728,0.171958567463273,0.169301333694401,0.159924852752014,0.159298625685465,0.152088551892221,0.165086994787083,0.15655676663733,0.156912192810236,0.156167490352718,0.165780922077043,0.163749915374721,0.158536998172094,0.160127953422246,0.155304312504231,0.172838670367612,0.151377699546409,0.149228217453118,0.152579378511949,0.168878207298084,0.16072033037709,0.163072913140613,0.169216708415138,0.168895132353937,0.124331460293819,0.150683772256448,0.164866969060998,0.154525759935008,0.154051858371133,0.160601854986121,0.148940491503622,0.156455216302214,0.153577956807257,0.171670841513777,0.171958567463273,0.168928982465642,0.181216573014691,0.176596032766908,0.172009342630831,0.152173177171485,0.171332340396723,0.157538419876786,0.153188680522646,0.149532868458466,0.152190102227337,0.15725069392729,0.154153408706249,0.17376954843951,0.168641256516147,0.159095525015233,0.151563875160788,0.151309999322998,0.151089973596913,0.178593189357525,0.153916457924311,0.152782479182181,0.154898111163767,0.152511678288538,0.1790670909214
"CPR_237",0.140308713018753,0.162480536185769,0.152562453456096,0.169572134588044,0.1639360909891,0.138836233159569,0.157741520547018,0.165797847132896,0.149346692844086,0.17420959989168,0.138785457992011,0.145792431115023,0.146435583237425,0.150514521697922,0.156133640241013,0.142170469162548,0.142424345000339,0.14741723647688,0.156692167084151,0.143456773407352,0.143744499356848,0.143270597792973,0.141662717486968,0.157623045156049,0.152884029517297,0,0.151885451221989,0.153679507142374,0.143135197346151,0.0410094103310541,0.140004062013405,0.139648635840498,0.140156387516079,0.143456773407352,0.14829733938122,0.144743077652156,0.144303026199986,0.152223952339043,0.149922144743078,0.150429896418658,0.148280414325367,0.144353801367545,0.142593595558865,0.151868526166136,0.142915171620066,0.158316972446009,0.138362331595694,0.140596438968249,0.141205740978945,0.141188815923093,0.169995260984361,0.147332611197617,0.154762710716945,0.146977185024711,0.141730417710378,0.141121115699682,0.143812199580259,0.156522916525625,0.139496310337824,0.144167625753165,0.138853158215422,0.138193081037167,0.140562588856543,0.140156387516079,0.14350754857491,0.152579378511949,0.140088687292668,0.155101211833999,0.143118272290299,0.153171755466793,0.155219687224968,0.174006499221447,0.179777943267213,0.147806512761492,0.140562588856543,0.171670841513777,0.13985173651073,0.150074470245752,0.156759867307562,0.153662582086521,0.15586283934737,0.162125110012863,0.149058966894591,0.141188815923093,0.155118136889852,0.155930539570781,0.142932096675919,0.162632861688444,0.156099790129307,0.141104190643829,0.163766840430573,0.149295917676528,0.152190102227337,0.169910635705098,0.164680793446618,0.153374856137025,0.151428474713967,0.142830546340803,0.161549658113872,0.147332611197617,0.146672534019362,0.147281836030059,0.162446686074064,0.158350822557714,0.152156252115632,0.159637126802518,0.14577550605917,0.171636991402072,0.14022408773949,0.140207162683637,0.138751607880306,0.164020716268364,0.15220702728319,0.155270462392526,0.165171620066346,0.161498882946314,0.142187394218401,0.140613364024101,0.161295782276082,0.142390494888633,0.142627445670571,0.152223952339043,0.138057680590346,0.145470855053822,0.14299979689933,0.167287252047932,0.171332340396723,0.166102498138244,0.178830140139462,0.174141899668269,0.166373299031887,0.143422923295647,0.163292938866698,0.146926409857153,0.143626023965879,0.0480671586216235,0.144929253266536,0.14596168167355,0.146824859522036,0.169690609979013,0.165374720736578,0.158164646943335,0.141933518380611,0.141307291314061,0.141256516146503,0.175360503689662,0.145132353936768,0.141730417710378,0.142932096675919,0.139293209667592,0.178102362737797
"CPR_238",0.150700697312301,0.165459346015842,0.0284002437208043,0.168387380678356,0.0295849976304922,0.145673955724054,0.031954505449868,0.166102498138244,0.15655676663733,0.17282174531176,0.147654187258818,0.152223952339043,0.153577956807257,0.156607541804888,0.157927696161397,0.150192945636721,0.153628731974816,0.156015164850044,0.159163225238643,0.131778484869,0.151089973596913,0.102311962629477,0.150903797982533,0.161685058560693,0.154745785661093,0.151885451221989,0,0.0273170401462325,0.102887414528468,0.150920723038386,0.146435583237425,0.15264707873536,0.151360774490556,0.152291652562453,0.153510256583847,0.153137905355088,0.150734547424006,0.158486223004536,0.156015164850044,0.157301469094848,0.15454268499086,0.151970076501252,0.152410127953422,0.154813485884503,0.152765554126329,0.161972784510189,0.139276284611739,0.150006770022341,0.149668268905287,0.150226795748426,0.16671180014894,0.153188680522646,0.159129375126938,0.0377767246631914,0.153510256583847,0.0584252928034662,0.148720465777537,0.160347979148331,0.14917744228556,0.101618035339517,0.148432739828041,0.149160517229707,0.149702119016993,0.152816329293887,0.149837519463814,0.160263353869068,0.14899126667118,0.159129375126938,0.152088551892221,0.157606120100196,0.160771105544648,0.177053009274931,0.182147451086589,0.156336740911245,0.150040620134046,0.174649651343849,0.152477828176833,0.156099790129307,0.16028027892492,0.159214000406201,0.159349400853023,0.165002369507819,0.153324080969467,0.151005348317649,0.161109606661702,0.161448107778756,0.151462324825672,0.167270326992079,0.160094103310541,0.15081917270327,0.167185701712816,0.158503148060389,0.156929117866089,0.173701848216099,0.166813350484057,0.158892424345,0.158063096608219,0.149465168235055,0.163580664816194,0.155659738677138,0.15151309999323,0.156150565296865,0.165493196127547,0.164173041771038,0.157098368424616,0.161972784510189,0.153459481416289,0.174108049556564,0.150176020580868,0.102938189696026,0.151817750998578,0.168455080901767,0.158536998172094,0.160517229706858,0.16828583034324,0.16576399702119,0.150480671586216,0.149448243179202,0.16386839076569,0.152443978065128,0.152985579852414,0.160991131270733,0.149363617899939,0.154678085437682,0.154068783426985,0.168675106627852,0.034205537878275,0.16664409992553,0.179913343714034,0.175394353801368,0.170976914223817,0.152020851668811,0.170130661431183,0.156099790129307,0.152427053009275,0.14924514250897,0.153561031751405,0.153916457924311,0.154271884097218,0.170672263218469,0.166525624534561,0.158435447836978,0.148331189492925,0.150683772256448,0.151276149211292,0.176579107711055,0.152240877394895,0.118983142644371,0.153357931081173,0.149888294631372,0.177730011509038
"CPR_239",0.152596303567802,0.167524202829869,0.0295849976304922,0.169267483582696,0.0282309931622774,0.147468011644438,0.0284340938325096,0.167287252047932,0.158147721887482,0.174108049556564,0.149752894184551,0.153273305801909,0.155338162615937,0.157182993703879,0.158909349400853,0.151716200663462,0.155828989235664,0.156692167084151,0.160754180488796,0.133470990454268,0.153188680522646,0.10353056665087,0.152359352785864,0.163309863922551,0.156438291246361,0.153679507142374,0.0273170401462325,0,0.104884571119085,0.152613228623654,0.149042041838738,0.155151987001557,0.153188680522646,0.15428880915307,0.155338162615937,0.153916457924311,0.152223952339043,0.159027824791822,0.156319815855392,0.156285965743687,0.155456638006905,0.153019429964119,0.154305734208923,0.156573691693183,0.154085708482838,0.16160043328143,0.141476541872588,0.150683772256448,0.151394624602261,0.151343849434703,0.166881050707467,0.154068783426985,0.159467876243992,0.0367950714237357,0.155710513844696,0.0594746462663327,0.15125922415544,0.160686480265385,0.150666847200596,0.101414934669284,0.151174598876176,0.151428474713967,0.152139327059779,0.154204183873807,0.151631575384199,0.16141425766705,0.150040620134046,0.16028027892492,0.154051858371133,0.158553923227947,0.16229436057139,0.177899262067565,0.183636856001625,0.157149143592174,0.151902376277842,0.175800555141832,0.153967233091869,0.156709092140004,0.161329632387787,0.160771105544648,0.160635705097827,0.166830275539909,0.15586283934737,0.152833254349739,0.162395910906506,0.163072913140613,0.153019429964119,0.168387380678356,0.160534154762711,0.153696432198226,0.1670841513777,0.160297203980773,0.158621623451357,0.17376954843951,0.167388802383048,0.160043328142983,0.15958635163496,0.151089973596913,0.163512964592783,0.158063096608219,0.152968654796561,0.157267618983143,0.166677950037235,0.166440999255298,0.157639970211902,0.161634283393135,0.153967233091869,0.17420959989168,0.151563875160788,0.103615191930133,0.153747207365784,0.169199783359285,0.159687901970077,0.162006634621894,0.168624331460294,0.166508699478708,0.152443978065128,0.151208448987882,0.165899397468012,0.155084286778146,0.15447498476745,0.162683636856002,0.151123823708618,0.156099790129307,0.155151987001557,0.169758310202424,0.0334946855324623,0.168099654728861,0.181064247512017,0.175766705030127,0.171890867239862,0.153273305801909,0.171552366122808,0.156946042921942,0.154593460158419,0.150971498205944,0.154644235325977,0.156489066413919,0.157081443368763,0.171112314670638,0.16777807866766,0.158740098842326,0.150869947870828,0.153019429964119,0.15290095457315,0.177053009274931,0.153561031751405,0.121047999458398,0.155355087671789,0.151817750998578,0.178711664748494
"CPR_240",0.070018956062555,0.16595017263557,0.103835217656218,0.173481822490014,0.117307562114955,0.0893304447904678,0.106881727709701,0.170587637939205,0.144455351702661,0.173177171484666,0.068732651817751,0.108980434635434,0.118627716471464,0.148331189492925,0.156218265520276,0.0861993094577212,0.0707128833525151,0.139885586622436,0.157013743145352,0.0575959650666847,0.128935075485749,0.0568681876650193,0.113956401056123,0.159095525015233,0.153070205131677,0.143135197346151,0.102887414528468,0.104884571119085,0,0.136280549725814,0.115885857423329,0.0861485342901632,0.0799539638480807,0.0944587367138312,0.124686886466725,0.11727371200325,0.120827973732313,0.146858709633742,0.137312978132828,0.13064450612687,0.126904068783427,0.101854986121454,0.0795139123959109,0.137837654864261,0.0922246293412768,0.156742942251709,0.0819511204386974,0.125888565432266,0.101922686344865,0.0679540992485275,0.16784577889107,0.129036625820865,0.145877056394286,0.0900243720804279,0.071576061201002,0.0785830343240133,0.121284950240336,0.153527181639699,0.105290772459549,0.060744025455284,0.0892458195112044,0.0887549928914765,0.100704082323472,0.0864531852955115,0.103107440254553,0.1569968180895,0.105713898855866,0.156167490352718,0.0851499559948548,0.153831832645048,0.15560896350958,0.180116444384266,0.185312436531041,0.139056258885654,0.0986053753977388,0.176663732990319,0.0985038250626227,0.143389073183942,0.152274727506601,0.152596303567802,0.149888294631372,0.166440999255298,0.134655744363956,0.110232888768533,0.154491909823302,0.155710513844696,0.107643355223072,0.165594746462663,0.153882607812606,0.0887211427797712,0.166390224087739,0.144370726423397,0.14211969399499,0.180217994719383,0.166424074199445,0.151563875160788,0.145284679439442,0.105206147180286,0.156929117866089,0.138514657098368,0.123400582221921,0.129798253334236,0.162260510459685,0.163039063028908,0.1383961817074,0.16002640308713,0.117764538622977,0.177036084219078,0.109335860808341,0.0681571999187597,0.0820695958296662,0.17307562114955,0.154695010493535,0.158300047390156,0.16985986053754,0.165374720736578,0.0807663665290096,0.0830850991808273,0.164663868390766,0.0767382032360707,0.0736916931825875,0.150311421027689,0.0867239861891544,0.116816735495227,0.114176426782208,0.172652494753233,0.126159366325909,0.168895132353937,0.184500033850112,0.178051587570239,0.171907792295715,0.127902647078735,0.174345000338501,0.14741723647688,0.0819341953828448,0.129053550876718,0.131169182858303,0.139682485952204,0.134520343917135,0.173667998104394,0.166677950037235,0.156793717419267,0.114768803737052,0.0960327669081308,0.0887380678356239,0.179304041703338,0.130119829395437,0.0559373095931217,0.0748764470922754,0.0950003385011171,0.181910500304651
"CPR_241",0.133047864057951,0.162700561911854,0.151970076501252,0.170841513776995,0.163851465709837,0.13272628799675,0.155321237560084,0.165645521630221,0.150954573150091,0.173955724053889,0.130983007243924,0.140968790197008,0.143676799133437,0.151343849434703,0.15560896350958,0.136094374111435,0.135671247715117,0.148280414325367,0.157893846049692,0.135823573217792,0.14237356983278,0.136178999390698,0.140494888633133,0.157267618983143,0.152731704014623,0.0410094103310541,0.150920723038386,0.152613228623654,0.136280549725814,0,0.136399025116783,0.135265046374653,0.134012592241554,0.138226931148873,0.14350754857491,0.141713492654526,0.141104190643829,0.150886872926681,0.147840362873197,0.147434161532733,0.146164782343782,0.140444113465574,0.135265046374653,0.14873739083339,0.137617629138176,0.157318394150701,0.132252386432875,0.139293209667592,0.135603547491707,0.133691016180353,0.169842935481687,0.144607677205335,0.152917879629003,0.144286101144134,0.135011170536863,0.136399025116783,0.141222666034798,0.15498273644303,0.135045020648568,0.138226931148873,0.132810913276014,0.132116985986054,0.136348249949225,0.134283393135197,0.139394760002708,0.154491909823302,0.136991402071627,0.153628731974816,0.13568817277097,0.154779635772798,0.154491909823302,0.17541127885722,0.180911922009343,0.144506126870219,0.135197346151242,0.171992417574978,0.135806648161939,0.147755737593934,0.156065940017602,0.154424209599892,0.155202762169115,0.162582086520886,0.146198632455487,0.136331324893372,0.154830410940356,0.15560896350958,0.138446956874958,0.161871234175073,0.154458059711597,0.135129645927832,0.163140613364024,0.148060388599282,0.150412971362805,0.170841513776995,0.163343714034256,0.153120980299235,0.150869947870828,0.137939205199377,0.160889580935617,0.145284679439442,0.142965946787624,0.14438765147925,0.161041906438291,0.159112450071085,0.149566718570171,0.159383250964728,0.141290366258209,0.173244871708077,0.138277706316431,0.133894116850586,0.134503418861282,0.166914900819173,0.151580800216641,0.154441134655744,0.165933247579717,0.162463611129917,0.135705097826823,0.133758716403764,0.161109606661702,0.135535847268296,0.135501997156591,0.151022273373502,0.132150836097759,0.142644370726423,0.13821000609302,0.167236476880374,0.170706113330174,0.165882472412159,0.179591767652833,0.173989574165595,0.166728725204793,0.140968790197008,0.167642678220838,0.147992688375872,0.13656827567531,0.0459853767517433,0.141121115699682,0.144184550809018,0.145487780109674,0.170486087604089,0.165696296797779,0.157707670435312,0.13795613025523,0.135197346151242,0.135045020648568,0.17585133030939,0.141493466928441,0.134266468079345,0.134824994922483,0.135214271207095,0.178830140139462
"CPR_243",0.108117256786947,0.160246428813215,0.146977185024711,0.166728725204793,0.159874077584456,0.113008597928373,0.1519531514454,0.078599959379866,0.145250829327737,0.169470584252928,0.107406404441135,0.126362466996141,0.129138176155981,0.147400311421028,0.0665662446686074,0.114074876447092,0.109657436869542,0.143321372960531,0.154593460158419,0.11299167287252,0.133826416627175,0.115784307088213,0.126125516214204,0.154644235325977,0.064873739083339,0.140004062013405,0.146435583237425,0.149042041838738,0.115885857423329,0.136399025116783,0,0.116596709769142,0.113922550944418,0.12118339990522,0.0633674091124501,0.13039063028908,0.058865344255636,0.148601990386568,0.141561167151852,0.139360909891003,0.133555615733532,0.120726423397197,0.112636246699614,0.0631135332746598,0.118881592309255,0.152054701780516,0.114261052061472,0.1302044546747,0.0656184415408571,0.108557308239117,0.165797847132896,0.128105747748968,0.147247985918354,0.136077449055582,0.110114413377564,0.126599417778079,0.0596946719924176,0.15239320289757,0.119930945772121,0.118103039740031,0.074470245751811,0.112128495024034,0.0682587502538758,0.115073454742401,0.0657538419876786,0.153933382980164,0.122791280211225,0.153544106695552,0.114379527452441,0.152257802450748,0.154204183873807,0.176748358269582,0.18001489404915,0.142221244330106,0.117815313790536,0.172923295646876,0.119338568817277,0.144015300250491,0.15290095457315,0.152139327059779,0.1503791212511,0.162125110012863,0.136534425563604,0.122808205267077,0.153256380746056,0.153899532868458,0.125228488254011,0.163039063028908,0.15447498476745,0.116664409992553,0.163834540653984,0.143236747681267,0.143490623519058,0.17238169385959,0.164342292329565,0.148771240945095,0.146249407623045,0.124788436801841,0.156099790129307,0.140427188409722,0.133911041906438,0.136111299167287,0.158181571999188,0.156150565296865,0.142102768939138,0.153950308036017,0.130001354004468,0.169876785593392,0.124720736578431,0.114007176223682,0.113600974883217,0.1655101211834,0.150649922144743,0.155236612280821,0.167371877327195,0.163462189425225,0.0883318664951594,0.113059373095931,0.16072033037709,0.113516349603954,0.11090989100264,0.149752894184551,0.113414799268838,0.131321508360978,0.128207298084084,0.169115158080022,0.168895132353937,0.165425495904136,0.179642542820391,0.17420959989168,0.168167354952271,0.132489337214813,0.169927560760951,0.146554058628393,0.112246970415002,0.130052129172026,0.133386365175005,0.140511813688985,0.135958973664613,0.170503012659942,0.164054566380069,0.151496174937377,0.125990115767382,0.115852007311624,0.114447227675851,0.175868255365243,0.134368018414461,0.111434567734074,0.112433146029382,0.118272290298558,0.176206756482296
